taxon_id	organism	taxon_of_expectation	expected_number_of_peptide	peptide	number_of_final_peptide	expected_number_reached	polyprotein_fully_covered	unannotated_parts	relevant_annotation	matchID	method	score	Dbxref	name	signature_desc	start_in_prot	end_in_prot	start	end	duplicated	overlapping	OverlappingDistance	left_overlaps_peptide	right_overlaps_peptide
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1871	Pfam	9.3E-32	InterPro:IPR001157	PF00948	Flavivirus non-structural Protein NS1	877	1058	2724	3270	True	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1872	ProSiteProfiles	76.25	InterPro:IPR001850	PS51528	Flavivirus NS3 protease (NS3pro) domain profile.	1452	1630	4449	4986	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1873	SMART	0.0012	InterPro:IPR014001	SM00487		1618	1794	4947	5478	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1874	Pfam	6.8E-52	InterPro:IPR011492	PF07652	Flavivirus DEAD domain	1631	1772	4986	5412	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1875	Pfam	5.8E-16	InterPro:IPR002877	PF01728	FtsJ-like methyltransferase	2495	2667	7578	8097	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1876	ProSiteProfiles	13.095	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2970	3117	9003	9447	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1877	ProSiteProfiles	13.005	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1627	1780	4974	5436	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1878	ProSiteProfiles	105.24	InterPro:IPR026490	PS51591	mRNA cap 0 and cap 1 methyltransferase (EC 2.1.1.56 and EC 2.1.1.57) domain profile.	2454	2706	7455	8214	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1879	Pfam	5.2E-185	InterPro:IPR000208	PF00972	Flavivirus RNA-directed RNA polymerase	2700	3339	8193	10113	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1880	ProSiteProfiles	7.516	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1786	1946	5451	5934	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1881	Pfam	1.5E-14	InterPro:IPR001850	PF00949	Peptidase S7, Flavivirus NS3 serine protease	1475	1610	4518	4926	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	1882	CDD	6.48017E-11		cd00046	DEXDc	1641	1762	5016	5382	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	6911	Pfam	2.9E-32	InterPro:IPR001157	PF00948	Flavivirus non-structural Protein NS1	877	1058	2724	3270	False	False	0	0	0
390845	Aedes flavivirus	Flaviviridae	10	15	13	True	True	0	True	6912	Pfam	1.9E-8	InterPro:IPR011998	PF00869	Flavivirus glycoprotein, central and dimerisation domains	311	417	1026	1347	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6060	Pfam	3.3E-90	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1797	2233	6551	7862	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6061	CDD	1.392E-60		cd01699	RNA_dep_RNAP	1936	2196	6968	7751	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6062	Pfam	6.9E-29	InterPro:IPR000605	PF00910	RNA helicase	1242	1343	4886	5192	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6063	CDD	1.36063E-27	InterPro:IPR033703	cd00205	rhv_like	211	400	1793	2363	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6064	ProSiteProfiles	54.928	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1217	1380	4811	5303	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6065	ProSiteProfiles	16.237	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2016	2134	7208	7565	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6066	Pfam	1.2E-11	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1580	1753	5900	6422	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6067	Pfam	1.5E-31	InterPro:IPR001676	PF00073	picornavirus capsid protein	183	383	1709	2312	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6067	Pfam	7.7E-18	InterPro:IPR001676	PF00073	picornavirus capsid protein	504	606	2672	2981	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6068	ProDom	2.0E-5		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1299	1329	5057	5150	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6069	CDD	8.36038E-13	InterPro:IPR033703	cd00205	rhv_like	679	881	3197	3806	False	False	0	0	0
2003501	African bat icavirus PREDICT-06105	Picornaviridae	11	12	12	True	True	0	True	6070	CDD	2.75087E-35	InterPro:IPR033703	cd00205	rhv_like	462	638	2546	3077	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3174	CDD	1.07332E-22		cd00046	DEXDc	1184	1309	3680	4058	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3175	CDD	2.34916E-53		cd01699	RNA_dep_RNAP	2376	2648	7256	8075	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3176	Pfam	2.2E-93	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2252	2711	6884	8264	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3177	Pfam	7.5E-7	InterPro:IPR011545	PF00270	DEAD/DEAH box helicase	1175	1313	3653	4070	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3178	Pfam	5.8E-84	InterPro:IPR001592	PF00767	Potyvirus coat protein	2843	3075	8657	9356	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3179	ProSiteProfiles	12.441	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1343	1505	4157	4646	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3180	Pfam	4.4E-77		PF13608	Protein P3 of Potyviral polyprotein	709	1153	2255	3590	False	True	104	0	104
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3181	Pfam	2.3E-65	InterPro:IPR001730	PF00863	Peptidase family C4	1984	2217	6080	6782	False	True	2	2	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3182	ProSiteProfiles	45.12	InterPro:IPR031159	PS51744	Helper-component proteinase (HC-Pro) cysteine protease (CPD) domain profile.	575	696	1853	2219	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3183	SMART	6.8E-14	InterPro:IPR001650	SM00490		1365	1463	4223	4520	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3184	Pfam	6.0E-90	InterPro:IPR001456	PF00851	Helper component proteinase	267	696	929	2219	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3185	Pfam	1.3E-83	InterPro:IPR013648	PF08440	Potyviridae polyprotein	1488	1762	4592	5417	False	True	23	0	23
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3186	Pfam	3.9E-8	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	1350	1462	4178	4517	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3187	ProSiteProfiles	60.11	InterPro:IPR001730	PS51436	Potyvirus NIa protease (NIa-pro) domain profile.	1986	2204	6086	6743	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3188	ProSiteProfiles	17.547	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2469	2593	7535	7910	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3189	Pfam	4.2E-25	InterPro:IPR002540	PF01577	Potyvirus P1 protease	99	242	425	857	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3190	SMART	4.1E-20	InterPro:IPR014001	SM00487		1159	1338	3605	4145	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3191	ProSiteProfiles	16.495	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1175	1327	3653	4112	False	False	0	0	0
41763	Agropyron mosaic virus	Potyviridae	10	10	10	True	True	0	True	3192	CDD	4.25679E-6	InterPro:IPR001650	cd00079	HELICc	1351	1462	4181	4517	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6247	CDD	3.51985E-29	InterPro:IPR033703	cd00205	rhv_like	379	538	1846	2326	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6248	Pfam	7.9E-30	InterPro:IPR000605	PF00910	RNA helicase	1445	1548	5044	5356	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6249	Pfam	1.8E-16	InterPro:IPR001676	PF00073	picornavirus capsid protein	379	510	1846	2242	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6249	Pfam	8.7E-10	InterPro:IPR001676	PF00073	picornavirus capsid protein	632	724	2605	2884	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6249	Pfam	1.1E-5	InterPro:IPR001676	PF00073	picornavirus capsid protein	853	938	3268	3526	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6250	Pfam	5.0E-10	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1784	1939	6061	6529	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6251	CDD	9.07255E-65		cd01699	RNA_dep_RNAP	2116	2373	7057	7831	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6252	CDD	1.71628E-5		cd00009	AAA	1438	1569	5023	5419	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6253	ProSiteProfiles	14.115	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2194	2309	7291	7639	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6254	CDD	1.79889E-22	InterPro:IPR033703	cd00205	rhv_like	807	991	3130	3685	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6255	ProSiteProfiles	51.835	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1423	1587	4978	5473	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6256	Pfam	1.1E-59	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1980	2427	6649	7993	False	False	0	0	0
1313215	Aichi virus 1	Picornaviridae	11	10	10	False	False	1	True	6257	CDD	3.33588E-33	InterPro:IPR033703	cd00205	rhv_like	587	759	2470	2989	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4981	CDD	1.7226E-4		cd00009	AAA	1489	1624	5040	5448	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4982	Pfam	4.9E-28	InterPro:IPR000605	PF00910	RNA helicase	1496	1599	5061	5373	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4983	CDD	7.94124E-31	InterPro:IPR033703	cd00205	rhv_like	397	557	1764	2247	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4984	CDD	2.5124E-58		cd01699	RNA_dep_RNAP	2159	2427	7050	7857	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4985	CDD	3.01476E-28	InterPro:IPR033703	cd00205	rhv_like	611	775	2406	2901	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4986	Pfam	6.1E-60	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2034	2480	6675	8016	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4987	ProSiteProfiles	14.676	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2248	2363	7317	7665	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4988	Pfam	1.2E-7	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1837	1994	6084	6558	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4989	CDD	6.19502E-15	InterPro:IPR033703	cd00205	rhv_like	826	1014	3051	3618	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4990	ProSiteProfiles	50.117	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1474	1638	4995	5490	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4991	Pfam	1.0E-8	InterPro:IPR001676	PF00073	picornavirus capsid protein	651	733	2526	2775	False	False	0	0	0
569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Picornaviridae	11	11	11	True	True	0	True	4991	Pfam	2.1E-13	InterPro:IPR001676	PF00073	picornavirus capsid protein	437	529	1884	2163	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1605	SMART	5.5E-20	InterPro:IPR001650	SM00490		1518	1616	4669	4966	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1606	Pfam	5.9E-94	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2418	2851	7369	8671	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1607	Pfam	4.7E-68		PF13608	Protein P3 of Potyviral polyprotein	872	1307	2731	4039	False	True	103	0	103
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1608	ProSiteProfiles	65.358	InterPro:IPR001730	PS51436	Potyvirus NIa protease (NIa-pro) domain profile.	2137	2354	6526	7180	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1609	Pfam	2.0E-119	InterPro:IPR001456	PF00851	Helper component proteinase	423	862	1384	2704	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1610	Pfam	3.1E-36	InterPro:IPR002540	PF01577	Potyvirus P1 protease	181	404	658	1330	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1611	CDD	2.94996E-21		cd00046	DEXDc	1338	1462	4129	4504	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1612	SMART	5.8E-24	InterPro:IPR014001	SM00487		1313	1503	4054	4627	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1613	Pfam	1.1E-47	InterPro:IPR001730	PF00863	Peptidase family C4	2135	2366	6520	7216	False	True	2	2	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1614	Pfam	7.2E-65	InterPro:IPR013648	PF08440	Potyviridae polyprotein	1641	1916	5038	5866	False	True	26	0	26
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1615	ProSiteProfiles	17.006	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2616	2740	7963	8338	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1616	Pfam	4.1E-5	InterPro:IPR011492	PF07652	Flavivirus DEAD domain	1357	1470	4186	4528	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1617	Pfam	5.1E-92	InterPro:IPR001592	PF00767	Potyvirus coat protein	2940	3173	8935	9637	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1618	ProSiteProfiles	47.543	InterPro:IPR031159	PS51744	Helper-component proteinase (HC-Pro) cysteine protease (CPD) domain profile.	740	862	2335	2704	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1619	ProSiteProfiles	14.866	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1328	1480	4099	4558	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1620	Pfam	1.8E-10	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	1502	1615	4621	4963	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1621	ProSiteProfiles	14.229	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1499	1658	4612	5092	False	False	0	0	0
515575	Algerian watermelon mosaic virus	Potyviridae	10	10	10	True	True	0	True	1622	CDD	1.64387E-47		cd01699	RNA_dep_RNAP	2540	2793	7735	8497	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1529	Pfam	2.7E-91	InterPro:IPR001592	PF00767	Potyvirus coat protein	2949	3182	8963	9665	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1530	CDD	4.36665E-56		cd01699	RNA_dep_RNAP	2544	2815	7748	8564	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1531	Pfam	1.6E-73	InterPro:IPR013648	PF08440	Potyviridae polyprotein	1657	1930	5087	5909	False	True	23	0	23
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1532	ProSiteProfiles	18.775	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2636	2760	8024	8399	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1533	Pfam	1.7E-35	InterPro:IPR002540	PF01577	Potyvirus P1 protease	206	408	734	1343	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1534	SMART	1.6E-17	InterPro:IPR001650	SM00490		1534	1632	4718	5015	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1535	Pfam	5.9E-10	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	1521	1631	4679	5012	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1536	Pfam	1.3E-130	InterPro:IPR001456	PF00851	Helper component proteinase	428	867	1400	2720	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1537	CDD	1.89593E-21		cd00046	DEXDc	1350	1477	4166	4550	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1538	ProSiteProfiles	14.332	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1343	1495	4145	4604	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1539	ProSiteProfiles	46.899	InterPro:IPR031159	PS51744	Helper-component proteinase (HC-Pro) cysteine protease (CPD) domain profile.	744	867	2348	2720	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1540	SMART	1.1E-22	InterPro:IPR014001	SM00487		1329	1503	4103	4628	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1541	ProSiteProfiles	72.475	InterPro:IPR001730	PS51436	Potyvirus NIa protease (NIa-pro) domain profile.	2152	2370	6572	7229	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1542	ProSiteProfiles	13.228	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1515	1674	4661	5141	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1543	CDD	1.61361E-7	InterPro:IPR001650	cd00079	HELICc	1523	1639	4685	5036	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1544	Pfam	2.9E-58	InterPro:IPR001730	PF00863	Peptidase family C4	2150	2383	6566	7268	False	True	2	2	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1545	Pfam	4.1E-6	InterPro:IPR011492	PF07652	Flavivirus DEAD domain	1372	1484	4232	4571	False	False	0	0	0
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1546	Pfam	3.6E-66		PF13608	Protein P3 of Potyviral polyprotein	884	1322	2768	4085	False	True	103	0	103
168135	Apium virus Y	Potyviridae	10	10	10	True	True	0	True	1547	Pfam	1.3E-106	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2416	2878	7364	8753	False	False	0	0	0
64280	Apoi virus	Flaviviridae	10	13	11	True	True	0	True	3266	ProSiteProfiles	16.149	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1646	1801	4935	5403	False	False	0	0	0
64280	Apoi virus	Flaviviridae	10	13	11	True	True	0	True	3267	ProSiteProfiles	103.441	InterPro:IPR026490	PS51591	mRNA cap 0 and cap 1 methyltransferase (EC 2.1.1.56 and EC 2.1.1.57) domain profile.	2476	2740	7425	8220	False	False	0	0	0
64280	Apoi virus	Flaviviridae	10	13	11	True	True	0	True	3268	ProSiteProfiles	8.881	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1811	1982	5430	5946	False	False	0	0	0
64280	Apoi virus	Flaviviridae	10	13	11	True	True	0	True	3269	Pfam	2.9E-13	InterPro:IPR002877	PF01728	FtsJ-like methyltransferase	2530	2699	7587	8097	False	False	0	0	0
64280	Apoi virus	Flaviviridae	10	13	11	True	True	0	True	3270	CDD	1.33979E-15		cd00046	DEXDc	1655	1783	4962	5349	False	False	0	0	0
64280	Apoi virus	Flaviviridae	10	13	11	True	True	0	True	3271	Pfam	5.3E-76	InterPro:IPR011998	PF00869	Flavivirus glycoprotein, central and dimerisation domains	274	563	819	1689	False	False	0	0	0
64280	Apoi virus	Flaviviridae	10	13	11	True	True	0	True	3272	Pfam	2.1E-33	InterPro:IPR001850	PF00949	Peptidase S7, Flavivirus NS3 serine protease	1485	1632	4452	4896	False	False	0	0	0
64280	Apoi virus	Flaviviridae	10	13	11	True	True	0	True	3273	ProSiteProfiles	16.59	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	3004	3149	9009	9447	False	False	0	0	0
64280	Apoi virus	Flaviviridae	10	13	11	True	True	0	True	3274	ProSiteProfiles	32.552	InterPro:IPR000487	PS51527	Flavivirus NS2B domain profile.	1333	1462	3996	4386	False	True	2	2	0
